index,inf_prob,diag_prob,i0,behaviour_change,behaviour_change_rate,first_outbreak_size,vaccine_efficacy1,vaccine_efficacy2,infection_efficacy,replacement_percentage
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.68,0.81,0.82,0.09
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.68,0.81,0.82,0.1
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.7,0.73,0.76,0.01
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.7,0.73,0.76,0.02
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.7,0.73,0.76,0.03
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.7,0.73,0.76,0.04
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.7,0.73,0.76,0.05
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.7,0.73,0.76,0.06
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.7,0.73,0.76,0.07
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.7,0.73,0.76,0.08
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.7,0.73,0.76,0.09
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.7,0.73,0.76,0.1
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.76,0.82,0.89,0.01
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.76,0.82,0.89,0.02
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.76,0.82,0.89,0.03
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.76,0.82,0.89,0.04
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.76,0.82,0.89,0.05
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.76,0.82,0.89,0.06
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.76,0.82,0.89,0.07
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.76,0.82,0.89,0.08
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.76,0.82,0.89,0.09
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.76,0.82,0.89,0.1
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.64,0.79,0.83,0.01
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.64,0.79,0.83,0.02
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.64,0.79,0.83,0.03
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.64,0.79,0.83,0.04
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.64,0.79,0.83,0.05
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.64,0.79,0.83,0.06
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.64,0.79,0.83,0.07
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.64,0.79,0.83,0.08
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.64,0.79,0.83,0.09
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.64,0.79,0.83,0.1
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.68,0.77,0.81,0.01
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.68,0.77,0.81,0.02
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.68,0.77,0.81,0.03
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.68,0.77,0.81,0.04
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.68,0.77,0.81,0.05
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.68,0.77,0.81,0.06
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.68,0.77,0.81,0.07
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.68,0.77,0.81,0.08
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.68,0.77,0.81,0.09
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.68,0.77,0.81,0.1
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.81,0.82,0.88,0.01
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.81,0.82,0.88,0.02
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.81,0.82,0.88,0.03
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.81,0.82,0.88,0.04
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.81,0.82,0.88,0.05
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.81,0.82,0.88,0.06
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.81,0.82,0.88,0.07
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.81,0.82,0.88,0.08
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.81,0.82,0.88,0.09
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.81,0.82,0.88,0.1
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.65,0.75,0.89,0.01
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.65,0.75,0.89,0.02
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.65,0.75,0.89,0.03
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.65,0.75,0.89,0.04
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.65,0.75,0.89,0.05
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.65,0.75,0.89,0.06
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.65,0.75,0.89,0.07
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.65,0.75,0.89,0.08
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.65,0.75,0.89,0.09
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.65,0.75,0.89,0.1
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.65,0.77,0.98,0.01
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.65,0.77,0.98,0.02
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.65,0.77,0.98,0.03
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.65,0.77,0.98,0.04
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.65,0.77,0.98,0.05
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.65,0.77,0.98,0.06
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.65,0.77,0.98,0.07
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.65,0.77,0.98,0.08
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.65,0.77,0.98,0.09
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.65,0.77,0.98,0.1
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.75,0.75,0.94,0.01
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.75,0.75,0.94,0.02
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.75,0.75,0.94,0.03
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.75,0.75,0.94,0.04
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.75,0.75,0.94,0.05
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.75,0.75,0.94,0.06
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.75,0.75,0.94,0.07
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.75,0.75,0.94,0.08
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.75,0.75,0.94,0.09
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.75,0.75,0.94,0.1
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.71,0.84,0.92,0.01
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.71,0.84,0.92,0.02
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.71,0.84,0.92,0.03
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.71,0.84,0.92,0.04
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.71,0.84,0.92,0.05
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.71,0.84,0.92,0.06
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.71,0.84,0.92,0.07
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.71,0.84,0.92,0.08
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.71,0.84,0.92,0.09
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.71,0.84,0.92,0.1
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.66,0.79,0.81,0.01
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.66,0.79,0.81,0.02
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.66,0.79,0.81,0.03
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.66,0.79,0.81,0.04
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.66,0.79,0.81,0.05
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.66,0.79,0.81,0.06
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.66,0.79,0.81,0.07
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.66,0.79,0.81,0.08
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.66,0.79,0.81,0.09
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.66,0.79,0.81,0.1
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.87,0.92,0.94,0.01
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.87,0.92,0.94,0.02
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.87,0.92,0.94,0.03
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.87,0.92,0.94,0.04
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.87,0.92,0.94,0.05
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.87,0.92,0.94,0.06
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.87,0.92,0.94,0.07
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.87,0.92,0.94,0.08
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.87,0.92,0.94,0.09
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.87,0.92,0.94,0.1
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.66,0.82,0.93,0.01
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.66,0.82,0.93,0.02
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.66,0.82,0.93,0.03
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.66,0.82,0.93,0.04
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.66,0.82,0.93,0.05
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.66,0.82,0.93,0.06
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.66,0.82,0.93,0.07
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.66,0.82,0.93,0.08
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.66,0.82,0.93,0.09
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.66,0.82,0.93,0.1
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.69,0.77,0.78,0.01
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.69,0.77,0.78,0.02
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.69,0.77,0.78,0.03
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.69,0.77,0.78,0.04
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.69,0.77,0.78,0.05
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.69,0.77,0.78,0.06
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.69,0.77,0.78,0.07
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.69,0.77,0.78,0.08
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.69,0.77,0.78,0.09
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.69,0.77,0.78,0.1
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.67,0.8,0.88,0.01
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.67,0.8,0.88,0.02
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.67,0.8,0.88,0.03
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.67,0.8,0.88,0.04
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.67,0.8,0.88,0.05
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.67,0.8,0.88,0.06
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.67,0.8,0.88,0.07
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.67,0.8,0.88,0.08
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.67,0.8,0.88,0.09
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.67,0.8,0.88,0.1
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.66,0.75,0.78,0.01
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.66,0.75,0.78,0.02
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.66,0.75,0.78,0.03
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.66,0.75,0.78,0.04
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.66,0.75,0.78,0.05
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.66,0.75,0.78,0.06
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.66,0.75,0.78,0.07
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.66,0.75,0.78,0.08
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.66,0.75,0.78,0.09
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.66,0.75,0.78,0.1
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.64,0.8,0.97,0.01
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.64,0.8,0.97,0.02
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.64,0.8,0.97,0.03
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.64,0.8,0.97,0.04
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.64,0.8,0.97,0.05
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.64,0.8,0.97,0.06
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.64,0.8,0.97,0.07
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.64,0.8,0.97,0.08
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.64,0.8,0.97,0.09
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.64,0.8,0.97,0.1
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.72,0.76,0.91,0.01
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.72,0.76,0.91,0.02
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.72,0.76,0.91,0.03
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.72,0.76,0.91,0.04
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.72,0.76,0.91,0.05
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.72,0.76,0.91,0.06
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.72,0.76,0.91,0.07
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.72,0.76,0.91,0.08
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.72,0.76,0.91,0.09
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.72,0.76,0.91,0.1
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.82,0.83,0.88,0.01
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.82,0.83,0.88,0.02
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.82,0.83,0.88,0.03
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.82,0.83,0.88,0.04
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.82,0.83,0.88,0.05
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.82,0.83,0.88,0.06
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.82,0.83,0.88,0.07
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.82,0.83,0.88,0.08
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.82,0.83,0.88,0.09
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.82,0.83,0.88,0.1
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.87,0.91,0.95,0.01
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.87,0.91,0.95,0.02
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.87,0.91,0.95,0.03
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.87,0.91,0.95,0.04
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.87,0.91,0.95,0.05
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.87,0.91,0.95,0.06
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.87,0.91,0.95,0.07
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.87,0.91,0.95,0.08
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.87,0.91,0.95,0.09
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.87,0.91,0.95,0.1
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.7,0.83,0.89,0.01
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.7,0.83,0.89,0.02
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.7,0.83,0.89,0.03
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.7,0.83,0.89,0.04
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.7,0.83,0.89,0.05
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.7,0.83,0.89,0.06
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.7,0.83,0.89,0.07
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.7,0.83,0.89,0.08
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.7,0.83,0.89,0.09
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.7,0.83,0.89,0.1
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.66,0.8,0.9,0.01
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.66,0.8,0.9,0.02
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.66,0.8,0.9,0.03
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.66,0.8,0.9,0.04
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.66,0.8,0.9,0.05
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.66,0.8,0.9,0.06
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.66,0.8,0.9,0.07
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.66,0.8,0.9,0.08
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.66,0.8,0.9,0.09
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.66,0.8,0.9,0.1
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.76,0.76,0.97,0.01
344727.0,0.6877096852785077,0.2267876019946392,13.0,0.413401527133721,0.5379775608686498,8100.0,0.76,0.76,0.97,0.02
